iter	Logloss
356	0.2199904658
357	0.2197550605
358	0.2195037393
359	0.219266074
360	0.2190536371
361	0.2189777919
362	0.2186707729
363	0.2184580154
364	0.2178782936
365	0.2175476651
366	0.2172379053
367	0.2169749156
368	0.2166891499
369	0.2163690198
370	0.216210197
371	0.2159935446
372	0.215509591
373	0.2152688163
374	0.2150077179
375	0.2146958423
376	0.2143092276
377	0.2139491875
378	0.213519425
379	0.2132613559
380	0.2129655085
381	0.2127166556
382	0.2125248949
383	0.2121307469
384	0.2119322064
385	0.21176912
386	0.2114214216
387	0.2112221277
388	0.2110080719
389	0.2107629856
390	0.2106040826
391	0.2102774612
392	0.2099614183
393	0.209733386
394	0.2094764709
395	0.2091792612
396	0.2089415478
397	0.2085044124
398	0.2081774383
399	0.2078566671
400	0.2078490858
401	0.207732417
402	0.2075616211
403	0.2074463948
404	0.2073142749
405	0.2069574564
406	0.2066474402
407	0.2064142948
408	0.2063930095
409	0.2061627172
410	0.2060443654
411	0.2056863608
412	0.2055587608
413	0.2053319466
414	0.2051338709
415	0.2047996681
416	0.2045365021
417	0.2043641355
418	0.2041968979
419	0.2040955359
420	0.2039214383
421	0.2036170959
422	0.2033825722
423	0.2032197904
424	0.2028415744
425	0.2027555834
426	0.2025781519
427	0.2023009292
428	0.2022955758
429	0.2022036224
430	0.2019777538
431	0.2018160299
432	0.2017088658
433	0.2012959007
434	0.201145653
435	0.2010081956
436	0.2008390026
437	0.2005256044
438	0.2003874418
439	0.2000623431
440	0.1995960204
441	0.1993789833
442	0.1990879924
443	0.198926525
444	0.1987889394
445	0.1987245383
446	0.198556884
447	0.1983565002
448	0.1983508583
449	0.1983217832
450	0.1981470124
451	0.1980192361
452	0.1974076023
453	0.1972807235
454	0.1971350918
455	0.1968210525
456	0.1966400627
457	0.1963574065
458	0.1960057972
459	0.1957397621
460	0.1956054463
461	0.1955494921
462	0.1954318455
463	0.1952852522
464	0.1951200662
465	0.194828899
466	0.1945405527
467	0.1943946967
468	0.1940988813
469	0.193924976
470	0.1937787192
471	0.1936162259
472	0.1936115618
473	0.1931539263
474	0.1928553862
475	0.1927349187
476	0.1927281708
477	0.192479366
478	0.1923365713
479	0.1920811148
480	0.1918577948
481	0.191619296
482	0.1912406953
483	0.1910490308
484	0.1908688265
485	0.1906195248
486	0.190345091
487	0.1902642771
488	0.1901152154
489	0.1899994762
490	0.1897172207
491	0.1895671812
492	0.1893849253
493	0.1892092569
494	0.1890169031
495	0.1889271776
496	0.1886531605
497	0.1883607432
498	0.1883470872
499	0.1881483703
500	0.1880345385
501	0.1877057693
502	0.1875223753
503	0.1874472674
504	0.1873117495
505	0.1870598032
506	0.1869473497
507	0.1866504124
508	0.1864911248
509	0.1863386651
510	0.1860972813
511	0.1856393253
512	0.1852444721
513	0.1851708548
514	0.1849919487
515	0.1848373573
516	0.1845157848
517	0.1840838104
518	0.1839210286
519	0.1836850783
520	0.1835827387
521	0.1834466437
522	0.1833393994
523	0.1830709762
524	0.1828899063
525	0.1828001006
526	0.1827336319
527	0.182513245
528	0.1822838663
529	0.1819985494
530	0.181884413
531	0.1816435261
532	0.1814291818
533	0.181306823
534	0.181302848
535	0.1811897534
536	0.1808594776
537	0.1806585168
538	0.1805194246
539	0.1802754442
540	0.1800743231
541	0.1799388212
542	0.1796249903
543	0.1795365951
544	0.1790792321
545	0.1788307959
546	0.1787047186
547	0.1784946538
548	0.1782078462
549	0.1780406888
550	0.1780098346
551	0.1777741568
552	0.1775453712
553	0.1774599732
554	0.1772915816
555	0.1771367498
556	0.1770479859
557	0.1769267972
558	0.1766140241
559	0.1764460331
560	0.17617083
561	0.1758511327
562	0.175687245
563	0.1754442263
564	0.1753964785
565	0.1751705779
566	0.1750530275
567	0.1748069795
568	0.1746247877
569	0.1744466509
570	0.1741025428
571	0.173909596
572	0.1737487857
573	0.1736608233
574	0.1733415588
575	0.173165714
576	0.1730817586
577	0.1728120371
578	0.1726990868
579	0.172613192
580	0.1724155971
581	0.1723469165
582	0.1721740851
583	0.1720776598
584	0.1719976794
585	0.1718206325
586	0.1716253617
587	0.1714307
588	0.1712645683
589	0.1711066911
590	0.1709925227
591	0.1708653394
592	0.1707343414
593	0.1706670072
594	0.1705103642
595	0.1703554843
596	0.1702096442
597	0.1700605184
598	0.1697161218
599	0.169564159
600	0.1694301477
601	0.1693212685
602	0.1690127269
603	0.1688914259
604	0.1687239959
605	0.1686042657
606	0.1684634425
607	0.1682167694
608	0.1680038837
609	0.1679689904
610	0.1678692633
611	0.1676579163
612	0.1675257963
613	0.1673543914
614	0.1672729524
615	0.1670444232
616	0.1668409139
617	0.1666270665
618	0.1664917729
619	0.1662408204
620	0.165934202
621	0.1657430024
622	0.1656098887
623	0.1655119888
624	0.1652968912
625	0.1651363533
626	0.1649850316
627	0.1649455383
628	0.1648990567
629	0.1648484879
630	0.1645985451
631	0.1644627066
632	0.1642836883
633	0.1641409097
634	0.1639487323
635	0.1637721663
636	0.1636434924
637	0.1635199795
638	0.1633969315
639	0.1631683221
640	0.1629852808
641	0.1628453872
642	0.1627090518
643	0.1625409327
644	0.162413525
645	0.1622714836
646	0.1621376006
647	0.1620054485
648	0.1618993903
649	0.1616908162
650	0.16162579
651	0.1615208698
652	0.1613655411
653	0.1611396725
654	0.1610774192
655	0.1608988978
656	0.1607341927
657	0.160488321
658	0.1603133258
659	0.160198965
660	0.1600777121
661	0.159921582
662	0.1598169022
663	0.1595503382
664	0.1595480142
665	0.1594657577
666	0.1593185553
667	0.159208458
668	0.1590744788
669	0.1590379827
670	0.1588421028
671	0.1586881686
672	0.1586188949
673	0.1585524743
674	0.158463422
675	0.1582704432
676	0.1580444464
677	0.1577817131
678	0.1576692918
679	0.1575468849
680	0.1573745663
681	0.1571759456
682	0.1569736385
683	0.1567373837
684	0.1566805319
685	0.1564542786
686	0.1562360876
687	0.1560685454
688	0.1559875232
689	0.1558201413
690	0.155719693
691	0.1556736602
692	0.1556665597
693	0.1556233799
694	0.1554934397
695	0.1552402272
696	0.1551076745
697	0.1549755706
698	0.1547245859
699	0.1545989093
700	0.1544528288
701	0.1543154035
702	0.1541979653
703	0.1540169916
704	0.1539191238
705	0.153880528
706	0.1538605089
707	0.1537051321
708	0.1534799528
709	0.1533309872
710	0.1531105683
711	0.1529555922
712	0.1526197706
713	0.1523072058
714	0.1521985671
715	0.1521003627
716	0.1519379496
717	0.1518241818
718	0.1516250162
719	0.1514772688
720	0.1513956695
721	0.1512864538
722	0.1510808127
723	0.1508835865
724	0.1507582464
725	0.1506776249
726	0.1505314162
727	0.1504411136
728	0.1501301998
729	0.1498757691
730	0.1497455084
731	0.1496650792
732	0.1496040601
733	0.1495539882
734	0.1494326712
735	0.1493264527
736	0.1491668124
737	0.1489926186
738	0.1489804372
739	0.1489371452
740	0.1487693145
741	0.1486228174
742	0.1485629683
743	0.1484959546
744	0.1484201095
745	0.1482628894
746	0.1481967894
747	0.148084945
748	0.1479317641
749	0.1478416539
750	0.1477894342
751	0.1476695598
752	0.1475913745
753	0.1473731674
754	0.1471452473
755	0.1470114443
756	0.146958872
757	0.1467091216
758	0.1466845985
759	0.1466236756
760	0.1464914594
761	0.1463462124
762	0.1461760256
763	0.1461051492
764	0.1460026653
765	0.1458306833
766	0.1456439876
767	0.145538859
768	0.1453112434
769	0.1452757891
770	0.1450337322
771	0.144877586
772	0.1448348871
773	0.1446837738
774	0.1445283329
775	0.1444869642
776	0.1442848334
777	0.1442821407
778	0.1441714824
779	0.1441091329
780	0.1440126595
781	0.1439033316
782	0.1438171964
783	0.1435552485
784	0.1433261262
785	0.1432750766
786	0.1430297659
787	0.1429103242
788	0.1428610537
789	0.1428072953
790	0.1426877895
791	0.1426109827
792	0.1425932876
793	0.1425759291
794	0.1424820363
795	0.1424223475
796	0.142301303
797	0.1422434735
798	0.1422199281
799	0.1420737515
800	0.1418028118
801	0.1417343396
802	0.1414312956
803	0.1412581596
804	0.1410933422
805	0.1410604044
806	0.1410401609
807	0.1408978951
808	0.1408689002
809	0.1407619605
810	0.1406258335
811	0.1404918703
812	0.1403359485
813	0.1402455338
814	0.1401006715
815	0.1400592387
816	0.1400213642
817	0.1399512892
818	0.1398557134
819	0.1398316231
820	0.1396364164
821	0.1395929641
822	0.1394993437
823	0.1393545776
824	0.1392281156
825	0.139034159
826	0.1389194777
827	0.1387839438
828	0.1387300091
829	0.1387175552
830	0.1386880955
831	0.138496463
832	0.1383435706
833	0.1382947649
834	0.1381999745
835	0.1381910629
836	0.1380929706
837	0.1380805649
838	0.1380241138
839	0.1379122053
840	0.1377123023
841	0.137698999
842	0.137459234
843	0.1373805198
844	0.1372968209
845	0.1370887115
846	0.1370238296
847	0.1368755853
848	0.1367642218
849	0.1365178533
850	0.136306394
851	0.1361174223
852	0.1360408398
853	0.1359863922
854	0.135950393
855	0.1358807989
856	0.1357617098
857	0.1357231781
858	0.1356945038
859	0.1356577993
860	0.1355324753
861	0.1354721294
862	0.1353567107
863	0.1351899379
864	0.1351690052
865	0.1351248797
866	0.1350483454
867	0.134921675
868	0.1349101347
869	0.1348337767
870	0.1348055671
871	0.1346639745
872	0.1345359097
873	0.1344932428
874	0.1344920567
875	0.1344439723
876	0.134334468
877	0.1342325772
878	0.1340623503
879	0.1339756701
880	0.1338487673
881	0.1337956661
882	0.1335434072
883	0.1334011735
884	0.133304604
885	0.1332676351
886	0.1331329185
887	0.1330916541
888	0.1330245763
889	0.132837007
890	0.1327798988
891	0.1327161629
892	0.1324889079
893	0.1324413604
894	0.1323347412
895	0.132238933
896	0.1322024129
897	0.1321076946
898	0.1319987594
899	0.1319550907
900	0.1318583929
901	0.1317885423
902	0.1316999708
903	0.1316577366
904	0.1315755043
905	0.1314900262
906	0.1314547723
907	0.1313953881
908	0.1312708975
909	0.1311080275
910	0.1309192641
911	0.1307560095
912	0.1306753078
913	0.1304321529
914	0.1302889976
915	0.130161045
916	0.1300172085
917	0.1299421006
918	0.1297583941
919	0.1296559182
920	0.129644442
921	0.1296212252
922	0.1295347374
923	0.1294601665
924	0.1293998606
925	0.1292843939
926	0.1291896435
927	0.1291092384
928	0.1289123327
929	0.1288435639
930	0.128803702
931	0.1286806379
932	0.1286626864
933	0.1284615092
934	0.1284074062
935	0.1283263439
936	0.128293382
937	0.1282410662
938	0.1281819384
939	0.128106534
940	0.1280764411
941	0.1278712088
942	0.1278620808
943	0.1278265785
944	0.1277794477
945	0.1277236297
946	0.1275853389
947	0.1275797772
948	0.1274968396
949	0.1274253461
950	0.1273733027
951	0.1273261239
952	0.1272435148
953	0.127178088
954	0.1269766623
955	0.1268890766
956	0.1268441256
957	0.1267872658
958	0.1267316321
959	0.1265701166
960	0.1263701174
961	0.1263344388
962	0.1261102773
963	0.1260711526
964	0.1260347607
965	0.1258672025
966	0.1256788318
967	0.1255224212
968	0.1253336578
969	0.125279651
970	0.1250885715
971	0.1248954164
972	0.1247368821
973	0.1246140664
974	0.1245098755
975	0.1244862821
976	0.1243245982
977	0.1242956594
978	0.1242884147
979	0.1242799358
980	0.1242286538
981	0.1241324369
982	0.1240771238
983	0.1240085233
984	0.1238587003
985	0.123833504
986	0.1238245283
987	0.1237521051
988	0.1237210747
989	0.1237006708
990	0.1236917191
991	0.123390358
992	0.1233204353
993	0.123258751
994	0.1231429076
995	0.1230100744
996	0.12288794
997	0.1227215118
998	0.1226193244
999	0.1225538013
