latency_ms,memory_delta_bytes
28.813700075261295,0
28.751299949362874,0
30.900399899110198,0
31.467299908399582,0
29.143700026907027,0
28.23659998830408,0
28.35619996767491,0
28.832399984821677,0
28.76540005672723,0
28.147100005298853,0
29.777499963529408,0
29.471500078216195,0
29.610499972477555,0
30.54919990245253,0
29.94899998884648,0
30.447399942204356,0
26.213299948722124,0
20.253899972885847,0
25.36619990132749,0
27.198800002224743,0
22.741299937479198,0
22.806000080890954,0
21.24919998459518,0
20.310699939727783,0
21.30989998113364,0
27.2249000845477,0
21.25650004018098,0
26.680500013753772,0
31.23660001438111,0
25.2082000952214,0
20.356700057163835,0
22.76630001142621,0
32.820999971590936,0
29.515399946831167,0
27.783600031398237,0
30.553200049325824,0
30.650199973024428,0
32.701700110919774,0
30.477599939331412,0
36.23670001979917,0
36.692800000309944,0
29.342199908569455,0
34.48609996121377,0
35.18389991950244,0
23.29520008061081,0
27.58559992071241,0
26.271299924701452,0
26.61430009175092,0
21.482300013303757,0
22.98290003091097,0
22.026099963113666,0
35.02940002363175,0
29.12249998189509,0
21.493299980647862,0
30.877500073984265,0
25.50139999948442,0
31.429799972102046,0
28.349199914373457,0
25.646999944001436,0
22.107900003902614,0
21.881099906750023,0
21.154800080694258,0
27.88509998936206,0
20.22659999784082,0
19.699900061823428,0
26.19479992426932,0
23.618499981239438,0
20.975499995984137,0
21.078399964608252,0
24.675499997101724,0
23.383600055240095,0
21.4949999935925,0
21.113299997523427,0
22.35149999614805,0
26.881900033913553,0
20.0745000038296,0
20.69370006211102,0
21.965699968859553,0
33.98459998425096,0
34.281799918971956,0
30.394800007343292,0
29.24209996126592,0
29.234600020572543,0
37.017200025729835,0
41.79419996216893,0
28.108399943448603,0
35.23099992889911,0
31.888100085780025,0
39.04619999229908,0
32.76259999256581,0
21.567199961282313,0
19.52329999767244,0
21.758200018666685,0
19.717700080946088,0
19.55279998946935,0
21.435400005429983,0
21.466200007125735,0
20.62089997343719,0
19.444899982772768,0
20.176099962554872,0
22.410999983549118,0
21.06270007789135,0
18.562100012786686,0
21.48630004376173,0
23.25239998754114,0
28.12690008431673,0
26.725399889983237,0
27.763499994762242,0
27.789399959146976,0
26.77989995572716,0
26.49850002489984,0
28.942100005224347,0
26.023600017651916,0
25.678300065919757,0
26.937999995425344,0
26.252999901771545,0
27.56519999820739,0
35.324899945408106,0
27.878900058567524,0
27.11629995610565,0
26.260599959641695,0
27.33290009200573,0
27.064200025051832,0
29.249200015328825,0
27.11500006262213,0
28.489000047557056,0
33.39280001819134,0
30.94179998151958,0
33.424500026740134,0
35.12719995342195,0
30.258400016464293,0
34.110099892131984,0
32.093900023028255,0
31.232999986968935,0
42.12360002566129,0
33.10540004167706,0
30.876200064085424,0
31.89430001657456,0
76.52330002747476,-897024
27.810700004920363,630784
27.041299967095256,0
29.844600008800626,0
27.871600002981722,0
26.945000048726797,0
27.81989995855838,0
33.00399996805936,0
27.32779993675649,0
27.516699978150427,0
26.841900078579783,0
27.893400052562356,0
28.94790004938841,0
26.855799951590598,0
25.47160000540316,0
27.133399969898164,0
29.010099940933287,0
25.100199971348047,0
26.60350000951439,0
25.472100009210408,0
27.20499993301928,0
27.06320001743734,0
28.385699959471822,0
26.657899958081543,0
28.327900101430714,0
29.942300054244697,0
25.338100036606193,0
26.289799949154258,0
29.729099944233894,0
29.85890000127256,0
40.558099979534745,0
32.90879994165152,0
32.23690006416291,0
31.008200021460652,0
39.66210002545267,0
29.779500095173717,0
33.06319995317608,0
44.108200003392994,0
31.522000092081726,0
34.27890001330525,0
22.075399989262223,0
21.321199950762093,0
20.248199929483235,0
20.661399932578206,0
20.24460001848638,0
20.135800004936755,196608
19.989300053566694,0
23.470500018447638,0
21.267300006002188,0
19.969500019215047,0
26.532000047154725,0
20.716500002890825,0
19.987300038337708,0
21.579799940809608,0
24.247299996204674,0
25.32949997112155,0
21.05670003220439,0
21.68030000757426,0
25.134299998171628,0
22.879999945871532,0
28.127500088885427,0
20.254499977454543,0
27.722599916160107,0
22.479600040242076,0
20.964000024832785,0
25.161400088109076,0
28.613199945539236,0
22.669400088489056,0
20.950199919752777,0
25.463699945248663,0
21.471100044436753,0
24.60629993584007,0
31.602000002749264,0
28.070100001059473,0
26.764699956402183,0
27.6999999769032,0
28.475499944761395,0
27.469599968753755,0
28.805100009776652,0
27.527299942448735,0
28.620900004170835,0
31.580899958498776,0
30.669500003568828,0
31.411100062541664,0
37.89329994469881,0
29.323499999009073,0
29.332099948078394,0
32.696899957954884,0
29.639099957421422,0
