iter	Logloss
150	0.5544436216
151	0.5534902662
152	0.552924782
153	0.5520438343
154	0.5511919647
155	0.5504998446
156	0.549558875
157	0.5486173332
158	0.5477066249
159	0.5469273329
160	0.5460766286
161	0.545061326
162	0.5445965677
163	0.544177708
164	0.5435229063
165	0.5427975744
166	0.5420253634
167	0.541043967
168	0.5402986199
169	0.5393869698
170	0.5389198303
171	0.538504836
172	0.5376517683
173	0.5368142039
174	0.5359933853
175	0.5350007266
176	0.5340105802
177	0.5330724299
178	0.5321395338
179	0.5312363893
180	0.5302557021
181	0.5295466483
182	0.5288038105
183	0.5279992759
184	0.5273792416
185	0.5265514791
186	0.5260003418
187	0.5253632486
188	0.5243954122
189	0.5241747051
190	0.5233731031
191	0.522738272
192	0.5216704935
193	0.5211266696
194	0.5203991979
195	0.5199693322
196	0.5191534311
197	0.518362999
198	0.5175506145
199	0.5171509653
200	0.5163366705
201	0.5155915946
202	0.5155295461
203	0.5149025053
204	0.5144396305
205	0.5136916101
206	0.5130209386
207	0.5121171474
208	0.5111517429
209	0.5102965087
210	0.5094463527
211	0.5087410808
212	0.5079763055
213	0.507187736
214	0.5063679338
215	0.5056124032
216	0.5044675231
217	0.5038129985
218	0.5031770289
219	0.5026714385
220	0.5018083394
221	0.5010313004
222	0.5002850026
223	0.4995060652
224	0.4986846924
225	0.4981451333
226	0.4972688586
227	0.4968656301
228	0.4960514396
229	0.4953156024
230	0.4944987267
231	0.4936067253
232	0.4928013057
233	0.4919359416
234	0.4914612144
235	0.4906046987
236	0.490061602
237	0.4893052489
238	0.48845025
239	0.487766248
240	0.4871689379
241	0.4863710493
242	0.4857806534
243	0.4852874398
244	0.4844957918
245	0.483839497
246	0.4832064688
247	0.4825226843
248	0.4820686281
249	0.4812056929
250	0.4808062732
251	0.4798650444
252	0.4791351259
253	0.4783549398
254	0.4777050227
255	0.4770301193
256	0.4761769325
257	0.4754584551
258	0.4747630954
259	0.4742977977
260	0.473367697
261	0.472527343
262	0.4716563612
263	0.4710407585
264	0.4702841401
265	0.4694509745
266	0.4688096464
267	0.4680989206
268	0.4675823003
269	0.4671007782
270	0.4663957
271	0.4658192098
272	0.4651167393
273	0.4644207329
274	0.4636436433
275	0.4628537208
276	0.4621490389
277	0.4615135133
278	0.4608465016
279	0.4601608247
280	0.4598308235
281	0.4592180789
282	0.4586941659
283	0.4580861032
284	0.4574021727
285	0.4569524795
286	0.4563654989
287	0.455709365
288	0.454984054
289	0.4543713957
290	0.4537683934
291	0.4530903608
292	0.4524942994
293	0.4518930435
294	0.4511729002
295	0.4505017638
296	0.4497138739
297	0.4492531121
298	0.4487442702
299	0.4479791105
300	0.4471223265
301	0.44673931
302	0.4460768819
303	0.4456095785
304	0.4448619157
305	0.4444305569
306	0.443799004
307	0.443373996
308	0.4430344611
309	0.4427437574
310	0.4423344582
311	0.4419776171
312	0.4413995504
313	0.440824005
314	0.4401722193
315	0.4396829814
316	0.4392418116
317	0.4386130184
318	0.4381207526
319	0.4377033383
320	0.4371329665
321	0.4366606027
322	0.4362342507
323	0.4355971277
324	0.4351605564
325	0.4348580033
326	0.4343955815
327	0.4338088632
328	0.4333524138
329	0.4329220414
330	0.4322893143
331	0.4316829711
332	0.4310327888
333	0.4304453909
334	0.4301044643
335	0.4294766635
336	0.4293244094
337	0.4287014753
338	0.4281422079
339	0.4274237603
340	0.4270241857
341	0.4265785486
342	0.4259177208
343	0.4253696173
344	0.4248098582
345	0.4242540717
346	0.4237428397
347	0.4230409503
348	0.4224899709
349	0.4223668903
350	0.4221015304
351	0.4213796467
352	0.420690909
353	0.4200845838
354	0.4195632041
355	0.4192313552
356	0.4186962545
357	0.4180458844
358	0.4174990267
359	0.416762653
360	0.4163748085
361	0.4158410192
362	0.4151331276
363	0.4147022814
364	0.4142658681
365	0.4139213383
366	0.413350457
367	0.4128251165
368	0.4124451131
369	0.4119808078
370	0.411348182
371	0.4110259801
372	0.4103615582
373	0.4097663909
374	0.4092446953
375	0.4088656634
376	0.4084701896
377	0.4077121794
378	0.4071292609
379	0.4066604823
380	0.4061329335
381	0.4056531489
382	0.404797399
383	0.4041808546
384	0.4037886888
385	0.4032818228
386	0.4026446223
387	0.4019939691
388	0.4014466852
389	0.4007763267
390	0.4002073199
391	0.3996444702
392	0.3990816355
393	0.3986138403
394	0.3980945468
395	0.3975524902
396	0.3969049037
397	0.3964398444
398	0.3958227813
399	0.395327884
400	0.3947701514
401	0.3943508178
402	0.3940149516
403	0.3934207141
404	0.3929099888
405	0.392444548
406	0.3919149607
407	0.3914043874
408	0.3910648286
409	0.3905740529
410	0.3902967542
411	0.3899302423
412	0.3896174252
413	0.3892082572
414	0.3888157278
415	0.3884891093
416	0.3881005019
417	0.3876942635
418	0.3871115655
419	0.3864928454
420	0.3858819067
421	0.385615477
422	0.38528409
423	0.3848120838
424	0.3844711423
425	0.3839363903
426	0.3835961819
427	0.3829799742
428	0.3823685914
429	0.3817988276
430	0.381408143
431	0.3809003592
432	0.3803711057
433	0.3798807383
434	0.3793558776
435	0.3789703906
436	0.3784856141
437	0.3777921528
438	0.3771008164
439	0.3764853328
440	0.3760655195
441	0.3755161762
442	0.3752116203
443	0.3748434007
444	0.3744044095
445	0.3738486856
446	0.3732768953
447	0.3727974594
448	0.3721293688
449	0.3716185182
450	0.3711142778
451	0.3706513047
452	0.3702498347
453	0.3696636468
454	0.3692181468
455	0.3688030392
456	0.3682921648
457	0.3678496003
458	0.3673171759
459	0.3669923782
460	0.3666921258
461	0.3662123471
462	0.3657136619
463	0.3652094126
464	0.3647562057
465	0.3641878843
466	0.3636587977
467	0.3631080985
468	0.3628661901
469	0.3623378128
470	0.3618501067
471	0.3614988357
472	0.3610687375
473	0.360827443
474	0.3602620274
475	0.3598122537
476	0.3593646556
477	0.3590027422
478	0.3584828973
479	0.3579277217
480	0.3577357948
481	0.3571980357
482	0.3567369908
483	0.3564968735
484	0.3561404794
485	0.3555732608
486	0.3551495492
487	0.3546715856
488	0.3542517781
489	0.3539238036
490	0.3535885572
491	0.3531687379
492	0.3527881175
493	0.352473098
494	0.3519695312
495	0.3515407294
496	0.3509601355
497	0.350571242
498	0.3502594382
499	0.349947834
500	0.3496177852
501	0.3491218865
502	0.3485116452
503	0.3478929162
504	0.3474299192
505	0.3469342172
506	0.3464825541
507	0.3458793342
508	0.3454036146
509	0.3451092839
510	0.3448732734
511	0.3444612294
512	0.3440056533
513	0.3435809225
514	0.3431962013
515	0.3427918315
516	0.3422869712
517	0.3419264019
518	0.3416360259
519	0.3412332177
520	0.3407128572
521	0.3401096463
522	0.339590624
523	0.3391098499
524	0.3386318386
525	0.3383661538
526	0.3381452292
527	0.3376684755
528	0.3371585608
529	0.3367697239
530	0.3363637656
531	0.3358576775
532	0.3354579806
533	0.3349872559
534	0.3344885468
535	0.3341929227
536	0.3339417726
537	0.3335886806
538	0.3330166012
539	0.3325845003
540	0.3322003841
541	0.3318201512
542	0.3313482046
543	0.3309781164
544	0.330659458
545	0.3302606314
546	0.329802075
547	0.329474777
548	0.3290137529
549	0.3286259085
550	0.3283128113
551	0.327823773
552	0.3273748606
553	0.3269400597
554	0.326384908
555	0.3259975761
556	0.3255091935
557	0.3251887381
558	0.3247705579
559	0.3242219239
560	0.3239802569
561	0.3235045224
562	0.3231390297
563	0.3226958394
564	0.3222833604
565	0.321904397
566	0.321345064
567	0.3209244192
568	0.3206628561
569	0.3203870803
570	0.3201042622
571	0.3198387384
572	0.3193310142
573	0.3190980077
574	0.3186921626
575	0.3182058334
576	0.3178012431
577	0.3175216436
578	0.3172807753
579	0.3167328566
580	0.3163288563
581	0.3158970296
582	0.3155303985
583	0.3150989294
584	0.3146211535
585	0.3143809795
586	0.3139843822
587	0.3137665898
588	0.3133620173
589	0.3129076004
590	0.3125260472
591	0.312136209
592	0.3117462039
593	0.3112903357
594	0.3110473543
595	0.3106704593
596	0.3102959782
597	0.3099998385
598	0.3096223146
599	0.3092657268
600	0.3090797812
601	0.308692494
602	0.3084366888
603	0.3082463294
604	0.3077374369
605	0.3075443566
606	0.3073137164
607	0.3070850551
608	0.3068344295
609	0.3064531654
610	0.3060728878
611	0.3056916028
612	0.3053249806
613	0.3048121214
614	0.3045473516
615	0.3042086482
616	0.3038977593
617	0.3033985913
618	0.3030656487
619	0.3028299451
620	0.3024283648
621	0.3020685673
622	0.3018642992
623	0.3014576137
624	0.3012174338
625	0.3008897901
626	0.3007046729
627	0.3003266692
628	0.2998987585
629	0.2995302826
630	0.2992044508
631	0.2989607751
632	0.2985576987
633	0.2983579665
634	0.2982138216
635	0.2978452384
636	0.297359103
637	0.2970647782
638	0.2966098696
639	0.2961857706
640	0.295879072
641	0.2954902709
642	0.2951012105
643	0.2947151214
644	0.2944423884
645	0.2942235231
646	0.2938902199
647	0.2935574025
648	0.293325153
649	0.2930848449
650	0.2928361386
651	0.2925628841
652	0.2923967659
653	0.2920199662
654	0.2916894406
655	0.2913884491
656	0.2910354674
657	0.2906549871
658	0.2903003663
659	0.2899199963
660	0.2894366533
661	0.2890793473
662	0.2888601571
663	0.2884806871
664	0.2882700473
665	0.2878785193
666	0.2875333846
667	0.2873320609
668	0.287026751
669	0.2868166983
670	0.2865529239
671	0.286219883
672	0.2857525349
673	0.2854912251
674	0.2852887243
675	0.2849023223
676	0.2845517069
677	0.2841569662
678	0.2838171929
679	0.2834793717
680	0.283096543
681	0.2828126073
682	0.282473892
683	0.282157281
684	0.2818844855
685	0.2815902531
686	0.2812770009
687	0.280818525
688	0.2804831773
689	0.2802407086
690	0.2799065918
691	0.2795495778
692	0.2792731822
693	0.2789509088
694	0.2787605077
695	0.2784657836
696	0.2781607091
697	0.2777914762
698	0.2774536103
699	0.2771028429
700	0.2768362284
701	0.2765727699
702	0.2762733132
703	0.2758954406
704	0.2756071657
705	0.2752262577
706	0.2749063343
707	0.2746387482
708	0.2743440628
709	0.273955439
710	0.2735479742
711	0.2733681113
712	0.2729896754
713	0.2727688029
714	0.2725939736
715	0.2722741172
716	0.2719904467
717	0.2717969
718	0.2716121167
719	0.2712245211
720	0.2709738776
721	0.2708053991
722	0.2705109194
723	0.2701987326
724	0.2700179175
725	0.2699444965
726	0.2696920976
727	0.2695182487
728	0.2691459149
729	0.2688346922
730	0.2684965596
731	0.2681160226
732	0.2678815648
733	0.2675667107
734	0.2673215121
735	0.2671306431
736	0.2667966142
737	0.2665796414
738	0.2662175879
739	0.2658978805
740	0.2655576497
741	0.2654624939
742	0.2651313618
743	0.2649465129
744	0.2645866126
745	0.2643158123
746	0.2640191302
747	0.2636919111
748	0.2635077298
749	0.2631782293
750	0.2628720611
751	0.2625484332
752	0.2623751551
753	0.2620085552
754	0.2617313266
755	0.2615510508
756	0.261165981
757	0.260986115
758	0.2608172596
759	0.2604706317
760	0.2600700632
761	0.2598879576
762	0.2595390469
763	0.2593739852
764	0.259165737
765	0.2589298457
766	0.2587147698
767	0.2584801048
768	0.2581245229
769	0.2578523993
770	0.257557641
771	0.2573363513
772	0.2570043921
773	0.2566151336
774	0.2563237309
775	0.2560452223
776	0.2558422074
777	0.2556420028
778	0.2553318128
779	0.2551456273
780	0.2548565581
781	0.2545891568
782	0.2542763278
783	0.2539154902
784	0.2535238653
785	0.2532944396
786	0.2530200839
787	0.2529021785
788	0.2526290849
789	0.2524249867
790	0.2522883549
791	0.2519727603
792	0.2517790675
793	0.2515072554
794	0.2512239784
795	0.2509638309
796	0.2505289868
797	0.2502587497
798	0.2499790758
799	0.249815172
800	0.2495442808
801	0.2493579686
802	0.2490450621
803	0.248847805
804	0.2485722154
805	0.2483893469
806	0.2480680138
807	0.2476910785
808	0.2474146962
809	0.2472418547
810	0.2468640238
811	0.246586895
812	0.2462199256
813	0.2459950536
814	0.2457319543
815	0.2455772579
816	0.2452657253
817	0.2450889885
818	0.2448197111
819	0.2445609167
820	0.2443201482
821	0.2441439688
822	0.2439621881
823	0.2436903894
824	0.2433865413
825	0.2431178004
826	0.2429336503
827	0.2426445186
828	0.2424499556
829	0.2422014296
830	0.24196724
831	0.2417013377
832	0.2415306553
833	0.2411928758
834	0.2408810705
835	0.2406630024
836	0.240448162
837	0.2401646078
838	0.2399122834
839	0.2397314593
840	0.2396104798
841	0.2393704161
842	0.2390847251
843	0.2387771606
844	0.2385139287
845	0.2381958842
846	0.2379388437
847	0.2377626151
848	0.2375040829
849	0.2372515827
850	0.237046589
851	0.2367877975
852	0.2365118355
853	0.2362534195
854	0.2359737501
855	0.2358835042
856	0.2355854794
857	0.2353375867
858	0.235079883
859	0.2348767146
860	0.2347030938
861	0.234534727
862	0.2343379751
863	0.2339838907
864	0.2337521702
865	0.2335879907
866	0.2332495421
867	0.2330290794
868	0.2328066796
869	0.232664369
870	0.2324088141
871	0.2321896344
872	0.2319707781
873	0.2317010269
874	0.2314197436
875	0.231164068
876	0.2309652373
877	0.2306828499
878	0.2304327548
879	0.230181624
880	0.2299146593
881	0.2297524348
882	0.2296369016
883	0.2295837954
884	0.2293542355
885	0.2291081846
886	0.2288923651
887	0.2286257982
888	0.2284024701
889	0.2281716406
890	0.227885063
891	0.2275785044
892	0.227345106
893	0.2271804973
894	0.2269478858
895	0.2268134549
896	0.226531367
897	0.2262698829
898	0.2260336831
899	0.2258947343
900	0.2256120399
901	0.2253741786
902	0.2251357198
903	0.2248566136
904	0.2246011734
905	0.2243412167
906	0.2241012186
907	0.2238458112
908	0.2235486403
909	0.2233127341
910	0.2230871126
911	0.2228810966
912	0.2226180121
913	0.222475569
914	0.2222057328
915	0.2219515741
916	0.2216841176
917	0.2214911819
918	0.2212064564
919	0.221010603
920	0.2208689734
921	0.2205781013
922	0.2203946695
923	0.2201587304
924	0.2199372366
925	0.2197072759
926	0.2195446074
927	0.2193004474
928	0.2191486418
929	0.2189441979
930	0.2186979085
931	0.2185453832
932	0.2182982311
933	0.2180991232
934	0.2179203436
935	0.2177680224
936	0.2175833151
937	0.2173499271
938	0.2170734107
939	0.2169409662
940	0.2166991979
941	0.2163901761
942	0.216246897
943	0.2160318404
944	0.2158271834
945	0.2156776398
946	0.2154474393
947	0.2152320892
948	0.2149323747
949	0.2146756962
950	0.2144456342
951	0.2142509684
952	0.2139052451
953	0.2137306213
954	0.213469559
955	0.2132596374
956	0.2130638689
957	0.212838465
958	0.2127024055
959	0.2125118569
960	0.2123715952
961	0.2122676119
962	0.2120437026
963	0.2117504388
964	0.2114681378
965	0.2111957431
966	0.211048916
967	0.210759452
968	0.2105773553
969	0.2103729144
970	0.2101821005
971	0.210057196
972	0.2099422947
973	0.2097738251
974	0.209485577
975	0.2092552572
976	0.2089676663
977	0.2087568641
978	0.2085507914
979	0.2083635896
980	0.2080960378
981	0.2078118473
982	0.207681556
983	0.2074795589
984	0.2072882339
985	0.2071489021
986	0.2069091484
987	0.2067008972
988	0.2065182135
989	0.2062739283
990	0.2060584918
991	0.2058640346
992	0.2056506082
993	0.2054685473
994	0.2053067207
995	0.2051746577
996	0.204942359
997	0.2046934471
998	0.2044500142
999	0.2043183535
